,P115-0-5-7-D-AMFungi,GW-P115-7-F-AMFungi,P115-5-15-22-D-AMFungi,P115-22-F-AMFungi,P122-0-5-10-D-AMFungi,P122-10-F-AMFungi,P122-25-D-ITS2-AMFungi,P122-25-F-ITS2-AMFungi,P133-0-5-15-D-AMFungi,P133-15-F-AMFungi,P133-5-15-30-D-AMFungi,P133-30-F-AMFungi,P117-5-15-51-D-ITS2,DW-17-5-15-51-F-ITS2,P138-5-15-60-D-ITS2,DW-38-5-15-60-F-ITS2,P138-0-5-45-D-ITS2,LDW-38-0-5--45-F-ITS2,P141-0-5-95-D-ITS2,LDW-41-0-5-95-F-AMFungi,AM2-UF-0-5-D-AMFungi,AM2-UF-0-5-F-AMFungi,AM2-UF-5-15-D-AMFungi,AM2-UF-5-15-F-AMFungi,AM3-UF-0-5-D-AMFungi,AM3-UF-0-5-F-AMFungi,AM3-UF-5-15-D-AMFungi,AM3-UF-5-15-F-AMFungi,ECM2-UF-5-15-D-AMFungi,ECM2-5-15-F-AMFungi,ECM2-UF-0-5-D-AMFungi,ECM2-UF-0-5-F-AMFungi,MV6-Ref-0-5-D-AMFungi,MV6-Ref-0-5-F-AMFungi,MV6-Ref-5-15-D-AMFungi,MV6-Ref-5-15-F-AMFungi,MV9-Ref-0-5-D-AMFungi,MV9-Ref-0-5-F-AMFungi,MV9-Ref-5-15-D-AMFungi,MV9-Ref-5-15-F-AMFungi,123-0-5-67-D-AMFungi,23-0-5-67-F-AMFungi,P123-5-15-D-ITS2,23-5-15-82-F-AMFungi,P24-0-5-68-D-AMFungi,P24-0-5-68-F-AMFungi,P102-0-5-73-D-AMFungi,102-0-5-73-F-AMFungi,P102-5-15-D-AMFungi,P102-5-15-F-AMFungi,P102-0-5-D-AMFungi,P102-0-5-F-AMFungi,P18-0-5-D-AMFungi,P18-0-5-F-AMFungi,P18-5-15-D-AMFungi,P18-5-15-F-AMFungi,P19-5-15-D-AMFungi,P19-5-15-F-AMFungi,P4-0-5-D-AMFungi,P4-0-5-F-AMFungi,P4-5-15-D-AMFungi,P4-5-15-F-AMFungi,P55-0-5-D-AMFungi,P55-0-5-F-AMFungi,P55-5-15-D-AMFungi,P55-5-15-F-AMFungi,P6-0-5-D-AMFungi,P6-0-5-F-AMFungi,P6-5-15-D-AMFungi,P6-5-15-F-AMFungi
ASV1358,0,0,0,0,0,0,0,0.000262329,0.001628664,0.004081633,0,0.000905387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006529382,0,0,0,0,0,0,0,0.007660167,0,0,0,0,0,0,0,0,0,0,0.0000758,0,0,0,0,0,0,0,0,0,0,0.001256281,0.002543605,0,0,0,0,0,0,0,0,0
ASV1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025168539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003161555,0,0.01458928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1367,0,0,0,0,0,0,0,0,0,0,0.031728045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1372,0,0,0,0,0,0.013256484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033088235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006188119
ASV1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1388,0,0.003898635,0,0.004208754,0,0,0,0.001573977,0.001628664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227273,0,0.003468781,0.002537266,0,0,0,0,0,0,0,0,0.000181686,0,0,0,0,0,0,0,0,0
ASV1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006006955,0,0.011100539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403678,0,0,0,0,0,0.020606754,0,0,0,0,0,0,0
ASV1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012105263,0,0,0,0,0,0,0,0,0,0,0.003592507,0.002148228,0.006379585,0,0,0,0
ASV1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004736842,0,0.001921493,0,0.008297825,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1428,0,0,0,0,0,0,0,0.000655824,0,0,0,0,0,0,0,0.002989537,0,0,0,0,0,0,0.001010441,0.00385439,0,0.000743771,0,0.001160477,0.007393715,0,0,0,0,0,0.000234137,0,0,0,0,0,0,0.005789909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001176125,0,0,0,0,0.000363372,0,0,0,0,0,0,0,0,0
ASV1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025768087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003285871,0.003140704,0.00090843,0.000532623,0,0,0,0,0,0,0,0
ASV1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012462108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003139717,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1459,0,0,0,0,0,0.003458213,0,0.001836306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620732,0,0,0.000165782,0.005545287,0.00100452,0,0,0,0,0.000234137,0,0,0.001392758,0,0,0,0,0,0,0,0,0,0,0.00030303,0.000316156,0,0,0,0,0,0,0,0,0,0,0,0.000399467,0,0,0,0,0.00625,0.002785515,0.003694581,0.002062706
ASV1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005489981,0.008820935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016503873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002141328,0,0.01636296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1503,0,0,0,0,0,0.021325648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006842105,0,0,0,0.003812514,0,0,0,0,0,0.010875787,0,0,0,0,0,0,0
ASV1521,0,0.003898635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373692,0,0.002710027,0,0,0.001348315,0.001126126,0.000673627,0.001284797,0.000620732,0.001487542,0,0,0,0,0,0,0,0,0.000234137,0.000649773,0.001375516,0,0,0.004594181,0,0.00082713,0,0.000390168,0,0,0,0,0.000227273,0,0,0,0.000526316,0,0,0,0,0,0.000657174,0.003140704,0,0,0.00114482,0.000769823,0,0,0,0,0,0
ASV1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039702233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002829655,0.000898876,0.015765766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001560671,0,0,0,0,0,0,0,0,0,0.0094451,0,0,0.000448531,0,0,0,0,0,0.00057241,0,0,0,0,0,0,0
ASV1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009831906,0,0,0,0,0,0,0,0,0,0,0,0.00436233,0,0,0,0,0,0
ASV1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021123596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1568,0,0,0,0,0,0,0,0,0,0.026530612,0,0,0.005758157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001204819,0.015703518,0,0,0,0,0.005907626,0,0,0,0,0
ASV1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165426,0,0.004291845,0,0,0,0,0,0,0,0,0.000526316,0.004132231,0.001921493,0.001470156,0.000448531,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018217822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005385156,0.014294997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012631579,0,0.00576448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013954964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012077958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009867683,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0.00589391,0.001823607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316156,0,0,0,0,0,0,0,0,0,0,0,0.001997337,0,0,0,0,0,0.002785515,0,0
ASV1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013320647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003684211,0.001770956,0.000823497,0.003234343,0.000224266,0.000363108,0.000328587,0.001256281,0,0,0.002289639,0.001539646,0,0.000531632,0,0,0,0
ASV1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010777521,0,0,0,0,0,0
ASV1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010445682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002543605,0,0,0,0,0,0,0,0,0
ASV1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010786517,0,0.005725834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018621974,0.00409074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1731,0,0,0,0,0,0,0,0,0.006514658,0.001020408,0,0.001810774,0,0,0,0,0,0,0,0,0,0,0,0,0.001241465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002631579,0,0,0,0.000672797,0,0.000876232,0.003140704,0,0,0,0.001283038,0,0,0,0,0,0
ASV1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015247304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006385069,0.00464191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014887436,0,0,0,0,0,0,0,0,0,0,0,0
ASV1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013433814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008970621,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005326232,0,0,0,0,0,0,0,0
ASV1788,0,0.005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163827,0,0,0,0,0,0,0,0,0.001372495,0,0.000897062,0.004357298,0,0,0,0,0,0,0,0,0,0,0,0
ASV1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006876228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002107235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1828,0,0,0,0,0,0,0,0,0,0,0,0.013580806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002621232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003631082,0,0,0,0,0,0,0,0,0.0125,0,0,0
ASV1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008712871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004052574,0,0,0,0,0,0,0,0,0,0,0
ASV1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001797753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004736842,0.010035419,0,0,0.000897062,0,0,0,0,0,0.00057241,0.000256608,0,0,0,0,0,0
ASV1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012125295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336814,0.000428266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011029412,0,0,0,0,0,0,0,0.001052632,0,0,0.001470156,0.000897062,0.001452433,0,0,0,0,0,0,0,0,0,0,0,0.00660066
ASV1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022346369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1906,0,0,0,0,0,0,0,0,0,0.036734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002651515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009607466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010783381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1982,0,0,0,0,0,0,0,0.001705142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002289639,0,0.006444683,0.002658161,0,0,0,0
ASV1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019461935,0,0,0,0,0,0,0
ASV1998,0,0,0,0,0,0,0,0.000918153,0,0,0,0.002716161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000948467,0.00049554,0.000951475,0,0,0,0,0,0,0.000219058,0.001884422,0,0,0,0,0,0,0,0.002785515,0,0
ASV2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006437768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001515152,0.001580778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004296455,0,0,0,0,0
ASV2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001642935,0.002512563,0.002543605,0,0,0,0,0,0,0,0,0
ASV2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017722879,0,0,0,0,0
ASV2040,0,0,0,0,0,0,0,0,0,0,0,0,0.002193584,0,0,0.00186846,0,0.002710027,0,0,0,0,0,0,0,0,0,0.000165782,0,0,0,0,0.002475248,0,0.000468274,0.001949318,0,0,0,0.004594181,0,0,0,0,0,0,0,0,0,0,0.001982161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0
ASV2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006292135,0,0,0,0.00248293,0.005206396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002247191,0,0.004041765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005450942,0.001268633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005619293,0,0,0,0,0.012251149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007128713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
